station,cape,lifted_index,sweat_index,k_index,pwat,storm_probability,forecast,created_at
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 11:45:11.825739
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 11:45:11.869151
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 11:45:11.902502
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 11:45:11.937946
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 11:45:11.973807
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 11:50:12.178607
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 11:50:12.291076
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 11:50:12.400909
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 11:50:12.505571
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 11:50:12.585336
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 11:55:12.175909
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 11:55:12.222784
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 11:55:12.308957
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 11:55:12.350693
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 11:55:12.392133
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 12:00:12.672709
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 12:00:12.760169
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 12:00:12.802627
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 12:00:12.886200
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 12:00:12.969972
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 12:05:24.157401
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 12:05:32.443054
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 12:05:41.213257
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 12:05:49.455872
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 12:05:59.285322
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 12:25:20.585909
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 12:25:20.833937
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 12:25:21.047782
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 12:25:21.195922
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 12:25:21.439603
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 15:16:22.245216
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 15:16:22.370952
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 15:16:22.492074
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 15:16:22.562506
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 15:16:22.636414
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 15:29:56.494650
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 15:29:56.679306
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 15:29:56.875261
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 15:29:57.040067
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 15:29:57.217933
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 16:54:27.826708
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 16:54:27.936203
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 16:54:28.001676
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 16:54:28.168076
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 16:54:28.358587
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 16:59:28.343300
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 16:59:28.410016
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 16:59:28.482056
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 16:59:28.549608
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 16:59:28.619505
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 17:04:28.281641
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 17:04:28.339949
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 17:04:28.393093
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 17:04:28.444864
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 17:04:28.489337
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 17:09:29.007286
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 17:09:29.091637
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 17:09:29.150952
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 17:09:29.210093
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 17:09:29.262422
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 17:14:29.854084
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 17:14:29.926758
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 17:14:29.977876
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 17:14:30.044633
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 17:14:30.099709
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 18:14:50.925321
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 18:14:51.010773
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 18:14:51.096300
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 18:14:51.212373
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 18:14:51.270838
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 18:14:51.452032
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 18:14:51.469317
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 18:14:51.675426
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 18:14:51.871760
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 18:22:07.688140
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 18:22:07.868090
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 18:22:08.055026
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 18:22:08.229597
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 18:22:08.409903
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 18:25:44.695378
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 18:25:44.776705
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 18:25:44.842973
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 18:25:44.926769
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 18:25:45.010443
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-04 18:34:45.949028
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-04 18:34:46.162103
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-04 18:34:46.306784
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-04 18:34:46.490272
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-04 18:34:46.775912
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 16:50:20.725094
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 16:50:20.847520
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 16:50:20.973893
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 16:50:21.119675
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 16:50:21.251243
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 16:56:08.340541
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 16:56:08.436401
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 16:56:08.521752
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 16:56:08.634388
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 16:56:08.742211
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:01:08.906176
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:01:09.012566
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:01:09.102697
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:01:09.181688
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:01:09.261115
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:06:09.520589
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:06:09.606021
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:06:09.694487
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:06:09.783347
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:06:09.872358
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:11:10.575439
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:11:10.702820
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:11:10.822416
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:11:10.955146
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:11:11.081365
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:16:28.302926
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:16:28.414139
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:16:28.516785
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:16:28.620279
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:16:28.707154
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:26:20.823648
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:26:20.946797
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:26:21.062680
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:26:21.177510
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:26:21.391741
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:31:20.870234
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:31:20.934428
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:31:20.993071
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:31:21.050711
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:31:21.111277
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:36:21.777289
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:36:21.841536
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:36:21.903574
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:36:21.963522
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:36:22.031438
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-05 17:40:12.351479
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-05 17:40:12.484098
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-05 17:40:12.621949
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-05 17:40:12.763627
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-05 17:40:12.896430
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 17:47:15.104216
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 17:47:15.301988
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 17:56:03.417333
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 17:56:03.526579
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 17:56:03.600684
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 17:56:03.668769
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 17:56:03.736573
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 18:04:51.203372
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 18:04:51.239816
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 18:04:51.283958
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 18:04:51.355030
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 18:04:51.403174
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 18:09:53.124709
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 18:09:53.204247
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 18:09:53.273150
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 18:09:53.332761
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 18:09:53.383005
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 20:18:21.000798
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 20:18:21.092583
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 20:18:21.177028
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 20:18:21.270626
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 20:18:21.329081
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 21:03:37.134321
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 21:03:37.235583
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 21:03:37.318377
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 21:03:37.395661
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 21:03:37.465234
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 21:08:12.602091
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 21:08:12.690823
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 21:08:12.764529
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 21:08:12.844652
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 21:08:12.925838
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 21:13:12.968247
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 21:13:13.100906
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 21:13:13.227496
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 21:13:13.305757
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 21:13:13.381065
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 21:18:44.870654
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 21:18:45.097463
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 21:18:45.204927
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 21:18:45.347173
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 21:18:45.451667
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 21:25:53.241457
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 21:25:53.316734
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 21:25:53.381830
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 21:25:53.493980
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 21:25:53.587515
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 22:23:58.670070
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 22:23:58.794753
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 22:23:58.885306
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 22:23:58.980363
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 22:23:59.088269
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 23:24:54.530023
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-06 23:24:54.682432
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-06 23:24:54.817148
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 23:24:54.949159
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 23:24:55.085081
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 23:48:00.645636
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-06 23:56:00.157986
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-06 23:56:07.674123
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-06 23:56:16.902862
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 00:00:03.966152
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-07 00:00:04.100430
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-07 00:04:10.447302
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-07 00:04:11.159747
